specification,theme_chinese,theme,date,horizon_months,predicted_with_policy,counterfactual_no_policy,effect_share,effect_pp,se_effect_pp,ci_low_pp,ci_high_pp,relative_change_pct
anylabel_share_aug2021,培训退费与机构纠纷,Refund Disputes,2024-08-01,36,0.021032583968778485,0.1797028902727832,-0.1586703063040047,-15.86703063040047,7.403520845284589,-30.37793148715826,-1.3561297736426754,-88.29591224890612
anylabel_share_aug2021,学校课后服务,After-school Services,2021-08-01,0,0.05855990656152644,0.0450690458094389,0.013490860752087538,1.349086075208754,0.5621367301302896,0.24729808415338614,2.4508740662641215,29.933761653463097
anylabel_share_aug2021,学校课后服务,After-school Services,2022-08-01,12,0.06429051492763535,0.04421526716849492,0.02007524775914043,2.007524775914043,0.4907736701572427,1.0456083824058473,2.9694411694222387,45.40342973081663
anylabel_share_aug2021,学校课后服务,After-school Services,2023-08-01,24,0.0705398955991264,0.04337692765139031,0.027162967947736094,2.7162967947736094,0.46048047574781936,1.8137550623078833,3.6188385272393355,62.620774265153536
anylabel_share_aug2021,学校课后服务,After-school Services,2024-08-01,36,0.07734653513720774,0.04255377569959971,0.03479275943760803,3.479275943760803,0.5148940014051113,2.4700837010067853,4.4884681865148215,81.7618621746303
anylabel_share_aug2021,家庭教育压力与时间成本,Family Pressure,2021-08-01,0,0.2759491549252295,0.2717098610315322,0.00423929389369726,0.423929389369726,1.5360114872060535,-2.5866531255541387,3.434511904293591,1.5602282072512952
anylabel_share_aug2021,家庭教育压力与时间成本,Family Pressure,2022-08-01,12,0.26457989334178167,0.2619488167114964,0.0026310766302852784,0.26310766302852784,1.595687569981158,-2.864439974134542,3.3906553001915976,1.0044239417897725
anylabel_share_aug2021,家庭教育压力与时间成本,Family Pressure,2023-08-01,24,0.25351504185927654,0.2524168982069505,0.0010981436523260224,0.10981436523260224,1.782462371539386,-3.3838118829845945,3.6034406134497985,0.435051559593162
anylabel_share_aug2021,家庭教育压力与时间成本,Family Pressure,2024-08-01,36,0.24276017923181797,0.24311757699913453,-0.00035739776731655293,-0.03573977673165529,2.043951453173454,-4.041884624951625,3.9704050714883143,-0.14700614070278648
anylabel_share_aug2021,学生身心健康,Student Well-being,2021-08-01,0,0.15607052072369781,0.20804066192983428,-0.051970141206136466,-5.197014120613646,1.5088524364100038,-8.154364895977254,-2.2396633452500394,-24.980761320430904
anylabel_share_aug2021,学生身心健康,Student Well-being,2022-08-01,12,0.17870280868371552,0.19946294886200677,-0.020760140178291253,-2.0760140178291255,1.3696924487175945,-4.760611217315611,0.60858318165736,-10.408018279451795
anylabel_share_aug2021,学生身心健康,Student Well-being,2023-08-01,24,0.20382441902585305,0.19115353910642358,0.012670879919429473,1.2670879919429474,1.5278079087697838,-1.727415509245829,4.261591493131724,6.628639981588328
anylabel_share_aug2021,学生身心健康,Student Well-being,2024-08-01,36,0.23148220332384334,0.18311111108534725,0.04837109223849609,4.837109223849609,2.0725317043596716,0.7749470833046522,8.899271364394565,26.41625183299256
anylabel_share_aug2021,招生升学与教育公平,Admissions Equity,2021-08-01,0,0.6414490725696007,0.6695119949148145,-0.028062922345213792,-2.806292234521379,4.070458051303123,-10.784390015075502,5.171805546032743,-4.191548853248609
anylabel_share_aug2021,招生升学与教育公平,Admissions Equity,2022-08-01,12,0.657238315150355,0.6965505813483478,-0.03931226619799277,-3.9312266197992773,3.122849305381883,-10.052011258347768,2.1895580187492123,-5.643849456258303
anylabel_share_aug2021,招生升学与教育公平,Admissions Equity,2023-08-01,24,0.6726870496361588,0.7222945974752182,-0.04960754783905941,-4.960754783905941,2.7896741681724895,-10.42851615352402,0.5070065857121386,-6.868049132924801
anylabel_share_aug2021,招生升学与教育公平,Admissions Equity,2024-08-01,36,0.6877702730125217,0.7466489396694153,-0.058878666656893563,-5.887866665689357,3.1724082992690783,-12.10578693225675,0.3300536008780372,-7.885722931979594
