specification,theme_chinese,theme,term,coefficient,std_error,z_value,p_value,ci_low,ci_high,n_months,converged,q_value_bh,significant_fdr_005
month_fe_primary_share_aug2021,家庭教育压力与时间成本,Family Pressure,post_policy,0.08477081354870025,0.12701660959884806,0.6673994355260217,0.5045170263676296,-0.16417716670342647,0.333718793800827,180,True,0.5045170263676296,False
month_fe_primary_share_aug2021,家庭教育压力与时间成本,Family Pressure,post_time,0.002578703992064661,0.004027875921520809,0.6402143567250248,0.5220332503808194,-0.0053157877483122045,0.010473195732441527,180,True,0.7068383669123663,False
month_fe_primary_share_aug2021,家庭教育压力与时间成本,Family Pressure,post_period_slope,-0.004319266380119353,0.003763056561730561,-1.1478079878057963,0.2510478390640195,-0.011694857241111252,0.003056324480872546,180,True,,False
month_fe_primary_share_aug2021,学生身心健康,Student Well-being,time,-0.005908039705689964,0.0007017490341774277,-8.41902078656256,3.796440483444736e-17,-0.00728344253886349,-0.004532636872516439,180,True,,False
month_fe_primary_share_aug2021,学生身心健康,Student Well-being,post_policy,-0.30126048282924467,0.08551768867833216,-3.5227856071088577,0.00042703665128020305,-0.46887207267988446,-0.13364889297860488,180,True,0.0014946282794807107,True
month_fe_primary_share_aug2021,学生身心健康,Student Well-being,post_time,0.02524414069966338,0.0016119948812688464,15.660186637685232,2.8306532922684215e-55,0.022084688789113523,0.02840359261021324,180,True,1.981457304587895e-54,True
month_fe_primary_share_aug2021,学生身心健康,Student Well-being,post_period_slope,0.019336100993973416,0.001523181536851125,12.694547909205204,6.339496057371524e-37,0.01635066518174521,0.022321536806201622,180,True,,False
month_fe_primary_share_aug2021,招生升学与教育公平,Admissions Equity,time,0.011078690910438995,0.0006313633726863475,17.54724995100838,6.243061048110206e-69,0.009841241438816015,0.012316140382061976,180,True,,False
month_fe_primary_share_aug2021,招生升学与教育公平,Admissions Equity,post_policy,-0.1444954073736207,0.1654231595106111,-0.8734895875589417,0.3823962792100323,-0.46871884222324295,0.17972802747600153,180,True,0.44612899241170434,False
month_fe_primary_share_aug2021,招生升学与教育公平,Admissions Equity,post_time,-0.005634908586850387,0.0054652186574002245,-1.0310490650214685,0.30251781163223423,-0.016346540322991175,0.005076723149290401,180,True,0.5294061703564099,False
month_fe_primary_share_aug2021,招生升学与教育公平,Admissions Equity,post_period_slope,0.0054437823235886085,0.005472673176490053,0.9947208883173297,0.3198720322759043,-0.005282657102331896,0.016170221749509113,180,True,,False
