specification,theme_chinese,theme,term,coefficient,std_error,z_value,p_value,ci_low,ci_high,n_months,converged,q_value_bh,significant_fdr_005
main_primary_share_aug2021,学业负担与学校教学,Schoolwork Burden,time,-0.008611329517827249,0.0013939901444411384,-6.177468005901575,6.513776990012175e-10,-0.011343499995735667,-0.00587915903991883,180,True,,False
main_primary_share_aug2021,学业负担与学校教学,Schoolwork Burden,post_policy,-0.27933789001207115,0.25382982815522415,-1.100492767308845,0.2711174792175953,-0.7768352113983015,0.21815943137415916,180,True,0.37956447090463347,False
main_primary_share_aug2021,学业负担与学校教学,Schoolwork Burden,post_time,0.0029004615575795047,0.013321995107910841,0.21771975849601974,0.8276474678991237,-0.023210169056144536,0.029011092171303543,180,True,0.8276474678991237,False
main_primary_share_aug2021,学业负担与学校教学,Schoolwork Burden,post_period_slope,-0.005710867960247744,0.013118529492240684,-0.43532836234622135,0.6633241007373991,-0.03142318576503948,0.020001449844543998,180,True,,False
main_primary_share_aug2021,校外培训与隐形变异,Shadow Education,time,-0.004998935762096753,0.0028894932685434496,-1.7300389021555471,0.0836233249978433,-0.010662238502012837,0.0006643669778193303,180,True,,False
main_primary_share_aug2021,校外培训与隐形变异,Shadow Education,post_policy,-1.1856673543608518,0.3713397913475061,-3.1929445267859378,0.0014082999806043746,-1.9134799714285822,-0.4578547372931214,180,True,0.002464524966057656,True
main_primary_share_aug2021,校外培训与隐形变异,Shadow Education,post_time,0.03457599430160553,0.009220733957033614,3.749809338684023,0.0001769690711913619,0.01650368783479415,0.05264830076841691,180,True,0.0004129278327798445,True
main_primary_share_aug2021,校外培训与隐形变异,Shadow Education,post_period_slope,0.029577058539508778,0.009193207190139932,3.2172731374129486,0.0012941532961470706,0.011558372446834511,0.047595744632183044,180,True,,False
main_primary_share_aug2021,培训退费与机构纠纷,Refund Disputes,time,0.03559310142173901,0.00671596503765577,5.299774674551149,1.1594568330680612e-07,0.02243005182650351,0.0487561510169745,180,True,,False
main_primary_share_aug2021,培训退费与机构纠纷,Refund Disputes,post_policy,1.070105489045624,0.301206680509547,3.5527282702871728,0.00038125807079849076,0.4797512433440493,1.660459734747199,180,True,0.0008896021651964784,True
main_primary_share_aug2021,培训退费与机构纠纷,Refund Disputes,post_time,-0.09938303192772326,0.017170254498091512,-5.788093119922583,7.118994497024084e-09,-0.1330361123493695,-0.06572995150607702,180,True,2.4916480739584297e-08,True
main_primary_share_aug2021,培训退费与机构纠纷,Refund Disputes,post_period_slope,-0.06378993050598425,0.015822918892570415,-4.0314894450945165,5.542448606075978e-05,-0.09480285153542226,-0.032777009476546236,180,True,,False
main_primary_share_aug2021,学校课后服务,After-school Services,time,0.0013806751808913234,0.0013071162414157777,1.056275744378994,0.29084225424254184,-0.0011812255758909633,0.00394257593767361,180,True,,False
main_primary_share_aug2021,学校课后服务,After-school Services,post_policy,0.43863300296753716,0.1191099973263719,3.6825876317136004,0.0002308784644875688,0.20518169800918612,0.6720843079258882,180,True,0.0008896021651964784,True
main_primary_share_aug2021,学校课后服务,After-school Services,post_time,0.0010674997779605991,0.0033228063528812366,0.3212645169752249,0.7480099436564165,-0.005445081001287514,0.007580080557208713,180,True,0.8276474678991237,False
main_primary_share_aug2021,学校课后服务,After-school Services,post_period_slope,0.0024481749588519224,0.0029116671246268767,0.8408155376503247,0.4004512812942438,-0.0032586926054167555,0.0081550425231206,180,True,,False
main_primary_share_aug2021,家庭教育压力与时间成本,Family Pressure,time,-0.006980721093144454,0.001573784902253966,-4.435625912503483,9.18051524665599e-06,-0.010065282820975116,-0.003896159365313791,180,True,,False
main_primary_share_aug2021,家庭教育压力与时间成本,Family Pressure,post_policy,0.10610819390950768,0.12276782971479634,0.8642996634868362,0.38742329499288153,-0.1345123307916394,0.3467287186106548,180,True,0.38742329499288153,False
main_primary_share_aug2021,家庭教育压力与时间成本,Family Pressure,post_time,0.0021270443200531236,0.004078180950613746,0.521566930406316,0.6019718933251522,-0.0058660434655871405,0.010120132105693389,180,True,0.8276474678991237,False
main_primary_share_aug2021,家庭教育压力与时间成本,Family Pressure,post_period_slope,-0.00485367677309133,0.00381005916579039,-1.2739111289061684,0.20269491386112404,-0.012321392738040494,0.0026140391918578337,180,True,,False
main_primary_share_aug2021,学生身心健康,Student Well-being,time,-0.00575167445226756,0.0006787920410420308,-8.473397011900758,2.3833855846956803e-17,-0.007082082405702374,-0.004421266498832746,180,True,,False
main_primary_share_aug2021,学生身心健康,Student Well-being,post_policy,-0.3178686547317342,0.08832009676022914,-3.5990523832269123,0.0003193788575643875,-0.49097286349287605,-0.14476444597059238,180,True,0.0008896021651964784,True
main_primary_share_aug2021,学生身心健康,Student Well-being,post_time,0.025732274172121122,0.0019229788857831611,13.381464748450048,7.760283186350119e-41,0.021963304812955164,0.02950124353128708,180,True,5.4321982304450834e-40,True
main_primary_share_aug2021,学生身心健康,Student Well-being,post_period_slope,0.01998059971985356,0.0018614034937182004,10.734158277495123,7.035719773719426e-27,0.01633224887216589,0.023628950567541232,180,True,,False
main_primary_share_aug2021,招生升学与教育公平,Admissions Equity,time,0.011070943694475983,0.0006433336299427351,17.20871283452326,2.2845327509150747e-66,0.009810032949744803,0.012331854439207163,180,True,,False
main_primary_share_aug2021,招生升学与教育公平,Admissions Equity,post_policy,-0.15923373868628007,0.16623251401306155,-0.95789767502264,0.3381143589609361,-0.48504347921143054,0.16657600183887042,180,True,0.38742329499288153,False
main_primary_share_aug2021,招生升学与教育公平,Admissions Equity,post_time,-0.0051226484248187605,0.005474510677694696,-0.9357271775339557,0.349413673959716,-0.015852492186080328,0.0056071953364428065,180,True,0.6114739294295031,False
main_primary_share_aug2021,招生升学与教育公平,Admissions Equity,post_period_slope,0.005948295269657223,0.005482620558720602,1.084936520036194,0.2779497717205198,-0.004797641025435156,0.0166942315647496,180,True,,False
