small_N,large_N,pooled_direction_cosine,min_horizon_direction_cosine,mean_shift_norm_small,mean_shift_norm_large,mean_shift_norm_abs_change,mean_shift_norm_relative_change,paired_displacement_small,paired_displacement_large,paired_displacement_abs_change,paired_displacement_relative_change,max_horizon_displacement_abs_change,horizon_trajectory_cosine,check::pooled_direction,check::min_horizon_direction,check::mean_shift_norm,check::paired_displacement,check::max_horizon_displacement,check::horizon_trajectory,stable,formal_selection_pair
50,100,0.9768648035133664,0.9436592036398099,0.180876054774974,0.16680736519448386,0.014068689580490151,0.08434093760840357,0.11649175995868477,0.11597177635161549,0.0005199836070692854,0.00448370822132399,0.002329210014347688,0.9999184272916627,True,True,True,True,True,True,True,False
100,200,0.9818497495477385,0.9605427572432289,0.16680736519448386,0.18276911271915608,0.01596174752467222,0.08733285010361198,0.11597177635161549,0.11865710228600798,0.0026853259343924962,0.02263097516000228,0.0061470284856599,0.999333134485406,True,True,True,True,True,True,True,True
