contrast_id,family,left_scenario,right_scenario,omnibus_temporal_magnitude,relative_omnibus_magnitude_to_full,pooled_effect_magnitude,relative_pooled_magnitude_to_full,pooled_paired_cosine_displacement,temporal_alignment_with_full_direction,naive_directional_contribution_to_full,crossfit_component_projection,crossfit_full_projection,crossfit_directional_contribution_to_full,T_observed,raw_p,perm_mean,perm_sd,perm_q95,perm_q99,BH_q_primary_8,reject_BH_0_05_primary
full_policy,benchmark_not_in_primary_FDR,P0,P_ABC,0.1790000424838476,1.0,0.1668073651944838,1.0,0.1159717763516154,1.0000000000000002,1.0000000000000002,0.1594536107159746,0.1594536107159746,1.0,0.1790000369855107,9.999000099990002e-05,0.062249514498507,0.0062736582695149,0.0747244476445773,0.0842127938168253,,False
information,primary_8,P0,P_NORM_ABC,0.1342733744542395,0.750130405507339,0.1191659542998034,0.7143926418408781,0.1034603350340113,0.8480358172598707,0.6361374514858945,0.1016378133483331,0.1594536107159746,0.6374130563237899,0.1342733764062344,9.999000099990002e-05,0.0598335902386255,0.0043209371727339,0.0678838771286583,0.0740054158332269,0.000114274286857,True
state_given_information,primary_8,P_NORM_ABC,P_ABC,0.0964643705258404,0.5389069700055802,0.0749501717070882,0.4493217168180938,0.0778358509821418,0.6751861989517675,0.3638625486666818,0.057815797386726,0.1594536107159746,0.3625869437958978,0.0964643700899496,9.999000099990002e-05,0.0507135068465032,0.0035090083055915,0.0571216644589329,0.0612866881339235,0.000114274286857,True
sufficiency_A,primary_8,P0,P_A_ONLY,0.1051048272580253,0.5871776665500493,0.0854073690146542,0.5120119780986663,0.1054472213860271,0.523253040861158,0.3072424995480723,0.0453548106488788,0.1594536107159746,0.2844389063704974,0.1051048296281165,9.999000099990002e-05,0.0595545564618558,0.003741108398728,0.0662812804869248,0.0702684789578453,0.000114274286857,True
sufficiency_B,primary_8,P0,P_B_ONLY,0.0872674842197571,0.4875277290933151,0.0701780599454569,0.420713197307775,0.1012143317536692,0.5313436875543248,0.2590447813614279,0.0372860124959305,0.1594536107159746,0.2338361127635168,0.0872674839279408,9.999000099990002e-05,0.0586939984632165,0.0029296126083326,0.0638497587461126,0.0665276412080785,0.000114274286857,True
sufficiency_C,primary_8,P0,P_C_ONLY,0.2040318301795398,1.139842356171234,0.188570226421233,1.1304670282476763,0.1165279771429804,0.8890392466639094,1.0133645896460894,0.1692596052965209,0.1594536107159746,1.0614974758897946,0.2040318274119534,9.999000099990002e-05,0.0630351893113176,0.007688515644869,0.078622084304629,0.090156202722772,0.000114274286857,True
necessity_A,primary_8,P_ABC_MINUS_A_STATE,P_ABC,0.0614955836188575,0.3435506649357733,0.0514207696031752,0.3082643835493884,0.0271842584430389,0.5439268864816796,0.1868664435272259,0.0309969281685029,0.1594536107159746,0.1943946457488251,0.061495585419316,9.999000099990002e-05,0.0272204050651573,0.00351572376058,0.0344123016659527,0.0395107205103444,0.000114274286857,True
necessity_B,primary_8,P_ABC_MINUS_B_STATE,P_ABC,0.0518665822332698,0.2897573738729705,0.0262221423501643,0.1572001471253469,0.0675156827175048,0.2220229629570489,0.0643327906859303,0.0057152369938514,0.1594536107159746,0.0358426313972383,0.0518665812774834,0.0311968803119688,0.0473995657356365,0.0022712968101259,0.0513146920171703,0.0530780729504745,0.0311968803119688,True
necessity_C,primary_8,P_ABC_MINUS_C_STATE,P_ABC,0.0680133318241774,0.3799626574407923,0.0485464996707891,0.2910333102749261,0.0699285124484538,0.457545974595866,0.1738503844087825,0.024667154050845,0.1594536107159746,0.1546979961136358,0.0680133303420166,9.999000099990002e-05,0.0485665496479506,0.0025641628272727,0.053108995034862,0.0552461252657362,0.000114274286857,True
